market,timestamp,opening_price,high_price,low_price,trade_price,candle_acc_trade_price,candle_acc_trade_volume
KRW-BTC,2021-11-26T17:00:00,69511000.0,69673000.0,69295000.0,69296000.0,17196793020.45874,247.56152263
KRW-BTC,2021-11-26T18:00:00,69296000.0,69570000.0,69201000.0,69289000.0,7977569025.66999,115.0873073
KRW-BTC,2021-11-26T19:00:00,69289000.0,69552000.0,69206000.0,69468000.0,5395914623.88775,77.79904958
KRW-BTC,2021-11-26T20:00:00,69468000.0,69676000.0,69400000.0,69575000.0,5683522205.42039,81.73225594
KRW-BTC,2021-11-26T21:00:00,69600000.0,69618000.0,69200000.0,69200000.0,8780605779.65536,126.56511466
KRW-BTC,2021-11-26T22:00:00,69201000.0,69504000.0,68804000.0,68812000.0,24931743857.06727,360.9217028
KRW-BTC,2021-11-26T23:00:00,68814000.0,68827000.0,68089000.0,68549000.0,47497037434.63165,693.40047484
KRW-BTC,2021-11-27T00:00:00,68550000.0,69900000.0,68140000.0,69264000.0,51563162200.27873,746.2500355
KRW-BTC,2021-11-27T01:00:00,69264000.0,69568000.0,68998000.0,69336000.0,31892795871.03601,460.28470979
KRW-BTC,2021-11-27T02:00:00,69337000.0,69930000.0,69335000.0,69717000.0,25625049904.54211,367.9136726
KRW-BTC,2021-11-27T03:00:00,69717000.0,69874000.0,69401000.0,69521000.0,18621780205.32193,267.15412563
KRW-BTC,2021-11-27T04:00:00,69521000.0,69648000.0,69197000.0,69375000.0,16030524034.44587,230.87996453
KRW-BTC,2021-11-27T05:00:00,69375000.0,69496000.0,69080000.0,69288000.0,13490426753.29949,194.70752704
KRW-BTC,2021-11-27T06:00:00,69288000.0,69500000.0,69151000.0,69402000.0,13377471305.48539,192.81343046
KRW-BTC,2021-11-27T07:00:00,69421000.0,69600000.0,69266000.0,69426000.0,13800954995.11308,198.65213275
KRW-BTC,2021-11-27T08:00:00,69426000.0,70276000.0,69420000.0,70023000.0,23127105559.14727,330.72353695
KRW-BTC,2021-11-27T09:00:00,70023000.0,70092000.0,69400000.0,69562000.0,14687979853.12904,210.34532084
KRW-BTC,2021-11-27T10:00:00,69562000.0,69772000.0,69305000.0,69535000.0,11476240248.3464,165.06399012
KRW-BTC,2021-11-27T11:00:00,69558000.0,69750000.0,69420000.0,69449000.0,8846206630.07301,127.16409639
KRW-BTC,2021-11-27T12:00:00,69450000.0,69578000.0,69312000.0,69500000.0,13325025626.47191,191.8759083
KRW-BTC,2021-11-27T13:00:00,69500000.0,69909000.0,69440000.0,69786000.0,11976476944.44041,171.79753736
KRW-BTC,2021-11-27T14:00:00,69784000.0,69933000.0,69520000.0,69530000.0,10789248860.95605,154.74640739
KRW-BTC,2021-11-27T15:00:00,69566000.0,69751000.0,69480000.0,69650000.0,8035638657.34819,115.48378321
KRW-BTC,2021-11-27T16:00:00,69650000.0,69999000.0,69561000.0,69844000.0,7739137155.2864,110.82942479
KRW-BTC,2021-11-27T17:00:00,69844000.0,69999000.0,69750000.0,69804000.0,5303008057.47561,75.90407723
KRW-BTC,2021-11-27T18:00:00,69900000.0,69959000.0,69610000.0,69928000.0,3569076273.65069,51.14075802
KRW-BTC,2021-11-27T19:00:00,69928000.0,69981000.0,69801000.0,69961000.0,2278243697.53665,32.58597221
KRW-BTC,2021-11-27T20:00:00,69961000.0,70002000.0,69534000.0,69664000.0,6813950666.46773,97.60930146
KRW-BTC,2021-11-27T21:00:00,69664000.0,69980000.0,69519000.0,69880000.0,6835750884.83862,98.08691023
KRW-BTC,2021-11-27T22:00:00,69898000.0,70242000.0,69879000.0,70218000.0,8802442732.60285,125.63448596
KRW-BTC,2021-11-27T23:00:00,70218000.0,70227000.0,69870000.0,70039000.0,10374044426.82282,148.09074463
KRW-BTC,2021-11-28T00:00:00,70039000.0,70130000.0,69592000.0,69981000.0,16941768988.66563,242.2291211
KRW-BTC,2021-11-28T01:00:00,69981000.0,69981000.0,69133000.0,69435000.0,23882714757.07624,343.98628607
KRW-BTC,2021-11-28T02:00:00,69435000.0,69700000.0,69241000.0,69623000.0,18762117064.7444,269.89907444
KRW-BTC,2021-11-28T03:00:00,69649000.0,69789000.0,69141000.0,69172000.0,16371207678.56038,235.78662125
KRW-BTC,2021-11-28T04:00:00,69172000.0,69195000.0,68630000.0,68794000.0,25073212216.74061,363.75436305
KRW-BTC,2021-11-28T05:00:00,68713000.0,69382000.0,68607000.0,69287000.0,17198624156.75473,249.09671099
KRW-BTC,2021-11-28T06:00:00,69287000.0,69700000.0,69257000.0,69544000.0,12809428628.19953,184.60853406
KRW-BTC,2021-11-28T07:00:00,69545000.0,69988000.0,69416000.0,69735000.0,13993546700.69343,200.71921913
KRW-BTC,2021-11-28T08:00:00,69735000.0,69963000.0,69418000.0,69578000.0,10039218611.06302,144.15698546
KRW-BTC,2021-11-28T09:00:00,69578000.0,69699000.0,69431000.0,69503000.0,7483181385.53713,107.61348148
KRW-BTC,2021-11-28T10:00:00,69504000.0,70278000.0,69468000.0,70130000.0,15696202729.708,224.50895979
KRW-BTC,2021-11-28T11:00:00,70137000.0,70221000.0,69657000.0,69774000.0,14990766487.11218,214.27693471
KRW-BTC,2021-11-28T12:00:00,69795000.0,69831000.0,69384000.0,69590000.0,19179469307.59838,275.52462922
KRW-BTC,2021-11-28T13:00:00,69668000.0,69671000.0,69350000.0,69441000.0,12719638443.04817,183.11149391
KRW-BTC,2021-11-28T14:00:00,69441000.0,69813000.0,69374000.0,69670000.0,14808159189.03699,212.85595478
KRW-BTC,2021-11-28T15:00:00,69673000.0,69689000.0,69332000.0,69456000.0,8613898929.00518,123.98586756
KRW-BTC,2021-11-28T16:00:00,69515000.0,69572000.0,69342000.0,69509000.0,10007662369.5673,144.10046495
KRW-BTC,2021-11-28T17:00:00,69509000.0,69558000.0,69261000.0,69353000.0,8557913476.7697,123.30506503
KRW-BTC,2021-11-28T18:00:00,69353000.0,69736000.0,69237000.0,69656000.0,9491011214.61158,136.63945585
KRW-BTC,2021-11-28T19:00:00,69698000.0,70270000.0,69623000.0,70032000.0,9394580730.94811,134.11411197
KRW-BTC,2021-11-28T20:00:00,70088000.0,70400000.0,70032000.0,70329000.0,6695320702.82621,95.33297434
KRW-BTC,2021-11-28T21:00:00,70328000.0,71655000.0,70000000.0,71607000.0,21367168437.75982,301.16337784
KRW-BTC,2021-11-28T22:00:00,71608000.0,71999000.0,71001000.0,71188000.0,28539895970.70096,398.41818606
KRW-BTC,2021-11-28T23:00:00,71188000.0,72691000.0,71188000.0,72303000.0,38327091070.40796,530.34243052
KRW-BTC,2021-11-29T00:00:00,72255000.0,72940000.0,72005000.0,72634000.0,39481434154.82093,544.80832142
KRW-BTC,2021-11-29T01:00:00,72634000.0,73158000.0,72463000.0,72581000.0,35219367811.79033,483.93012066
KRW-BTC,2021-11-29T02:00:00,72581000.0,72881000.0,72482000.0,72500000.0,26713673334.31045,367.306483
KRW-BTC,2021-11-29T03:00:00,72499000.0,72745000.0,72400000.0,72497000.0,38594399475.41004,531.71338494
KRW-BTC,2021-11-29T04:00:00,72497000.0,72677000.0,72029000.0,72109000.0,19720942796.27731,272.78464986
KRW-BTC,2021-11-29T05:00:00,72109000.0,72211000.0,71857000.0,72128000.0,17320673579.9585,240.41461883
KRW-BTC,2021-11-29T06:00:00,72133000.0,72400000.0,72098000.0,72193000.0,14038887155.01576,194.39949851
KRW-BTC,2021-11-29T07:00:00,72260000.0,72430000.0,72143000.0,72206000.0,11591718898.0753,160.3386665
KRW-BTC,2021-11-29T08:00:00,72280000.0,72331000.0,71896000.0,71896000.0,12076834462.68414,167.50461364
KRW-BTC,2021-11-29T09:00:00,71896000.0,72228000.0,71298000.0,71524000.0,20751254288.81878,288.99704448
KRW-BTC,2021-11-29T10:00:00,71524000.0,72175000.0,71364000.0,71942000.0,15197754946.35168,211.6211256
KRW-BTC,2021-11-29T11:00:00,71942000.0,71992000.0,71399000.0,71410000.0,14099410642.81106,196.66737907
KRW-BTC,2021-11-29T12:00:00,71405000.0,71728000.0,71395000.0,71535000.0,12801826682.24152,178.95364612
KRW-BTC,2021-11-29T13:00:00,71464000.0,72141000.0,71460000.0,71776000.0,25624923201.06254,356.87904311
KRW-BTC,2021-11-29T14:00:00,71776000.0,71998000.0,71500000.0,71665000.0,14306017692.96395,199.58389722
KRW-BTC,2021-11-29T15:00:00,71665000.0,71681000.0,71477000.0,71580000.0,16011357687.67289,223.69691188
KRW-BTC,2021-11-29T16:00:00,71616000.0,71864000.0,71406000.0,71784000.0,11885240807.69775,165.93563045
KRW-BTC,2021-11-29T17:00:00,71784000.0,73155000.0,71715000.0,73139000.0,30266740393.59757,416.50307342
KRW-BTC,2021-11-29T18:00:00,73111000.0,73162000.0,72961000.0,73137000.0,8941336916.86952,122.33604458
KRW-BTC,2021-11-29T19:00:00,73158000.0,73166000.0,72501000.0,72564000.0,7626237491.24655,104.65104149
KRW-BTC,2021-11-29T20:00:00,72520000.0,72805000.0,72424000.0,72649000.0,6517185493.42809,89.67714936
KRW-BTC,2021-11-29T21:00:00,72671000.0,72999000.0,72646000.0,72869000.0,8463387107.21707,116.18944454
KRW-BTC,2021-11-29T22:00:00,72790000.0,72949000.0,72605000.0,72640000.0,9339720538.01066,128.33797547
KRW-BTC,2021-11-29T23:00:00,72606000.0,72641000.0,72194000.0,72240000.0,14659476251.45958,202.51566277
KRW-BTC,2021-11-30T00:00:00,72241000.0,72480000.0,71762000.0,71821000.0,32935699945.69955,456.81918075
KRW-BTC,2021-11-30T01:00:00,71821000.0,71996000.0,71210000.0,71398000.0,31830581528.52855,444.96144057
KRW-BTC,2021-11-30T02:00:00,71398000.0,71575000.0,71330000.0,71439000.0,16213735139.34146,227.01058175
KRW-BTC,2021-11-30T03:00:00,71439000.0,71583000.0,70810000.0,71102000.0,33562580280.56296,471.81730888
KRW-BTC,2021-11-30T04:00:00,71104000.0,71216000.0,70954000.0,71102000.0,15956850323.14152,224.39259293
KRW-BTC,2021-11-30T05:00:00,71102000.0,71192000.0,70300000.0,70303000.0,30502386384.06265,431.29703365
KRW-BTC,2021-11-30T06:00:00,70303000.0,70735000.0,70000000.0,70666000.0,37445235049.49521,532.67551129
KRW-BTC,2021-11-30T07:00:00,70700000.0,70819000.0,70462000.0,70762000.0,22002993749.21575,311.46141771
KRW-BTC,2021-11-30T08:00:00,70763000.0,71500000.0,70508000.0,71110000.0,40953581988.76614,577.35299861
KRW-BTC,2021-11-30T09:00:00,71110000.0,71241000.0,70603000.0,70896000.0,16358969600.60381,230.78975325
KRW-BTC,2021-11-30T10:00:00,70904000.0,71399000.0,70874000.0,71388000.0,13999236742.35191,196.90635274
KRW-BTC,2021-11-30T11:00:00,71399000.0,72160000.0,71209000.0,72084000.0,25918660762.72779,361.68355763
KRW-BTC,2021-11-30T12:00:00,72084000.0,72710000.0,71972000.0,72280000.0,46259491967.99145,639.46171033
KRW-BTC,2021-11-30T13:00:00,72280000.0,72700000.0,72050000.0,72521000.0,34361319100.68596,474.630873
KRW-BTC,2021-11-30T14:00:00,72526000.0,72689000.0,72213000.0,72598000.0,26217251887.84608,361.81583009
KRW-BTC,2021-11-30T15:00:00,72599000.0,73300000.0,71377000.0,71501000.0,61519015275.60634,845.65413575
KRW-BTC,2021-11-30T16:00:00,71390000.0,71780000.0,70690000.0,70823000.0,59340606402.93183,834.13233812
KRW-BTC,2021-11-30T17:00:00,70823000.0,71488000.0,70689000.0,71407000.0,15648795173.53805,220.27339742
KRW-BTC,2021-11-30T18:00:00,71407000.0,72300000.0,71211000.0,72293000.0,8129852460.05266,113.45087702
KRW-BTC,2021-11-30T19:00:00,72293000.0,72293000.0,71379000.0,71474000.0,7170753859.96326,99.99507501
KRW-BTC,2021-11-30T20:00:00,71474000.0,71833000.0,71200000.0,71412000.0,9340426318.30176,130.69866261
KRW-BTC,2021-11-30T21:00:00,71502000.0,71759000.0,70970000.0,71100000.0,9641711667.21069,135.32873739
KRW-BTC,2021-11-30T22:00:00,71125000.0,71410000.0,71004000.0,71245000.0,10052576424.3495,141.2287388
KRW-BTC,2021-11-30T23:00:00,71245000.0,71246000.0,70699000.0,70702000.0,18022273455.2805,253.9277562
KRW-BTC,2021-12-01T00:00:00,70771000.0,71602000.0,70507000.0,71458000.0,32887627438.33512,462.48449905
KRW-BTC,2021-12-01T01:00:00,71458000.0,71495000.0,70625000.0,70760000.0,23801060340.27655,335.80604152
KRW-BTC,2021-12-01T02:00:00,70760000.0,71093000.0,70517000.0,70993000.0,23710705816.59996,335.24065991
KRW-BTC,2021-12-01T03:00:00,70969000.0,71000000.0,70685000.0,70864000.0,15900969711.10817,224.56616823
KRW-BTC,2021-12-01T04:00:00,70864000.0,70977000.0,70555000.0,70674000.0,17473738727.09028,246.86536766
KRW-BTC,2021-12-01T05:00:00,70670000.0,70710000.0,70500000.0,70559000.0,20265510365.93799,287.11977591
KRW-BTC,2021-12-01T06:00:00,70564000.0,70733000.0,70501000.0,70628000.0,16011472298.92155,226.85213815
KRW-BTC,2021-12-01T07:00:00,70628000.0,70825000.0,70501000.0,70676000.0,20329363472.50754,287.67656625
KRW-BTC,2021-12-01T08:00:00,70699000.0,71500000.0,70668000.0,70717000.0,68750589374.78024,967.33216946
KRW-BTC,2021-12-01T09:00:00,70717000.0,70812000.0,70544000.0,70733000.0,26731115203.15291,378.32174516
KRW-BTC,2021-12-01T10:00:00,70733000.0,70878000.0,70598000.0,70625000.0,19438595332.20745,274.80778005
KRW-BTC,2021-12-01T11:00:00,70627000.0,70757000.0,70500000.0,70716000.0,18901256435.32225,267.86077593
KRW-BTC,2021-12-01T12:00:00,70674000.0,70914000.0,70620000.0,70870000.0,18661508803.28677,263.64688435
KRW-BTC,2021-12-01T13:00:00,70850000.0,71602000.0,70850000.0,71410000.0,35055509638.87894,491.79785788
KRW-BTC,2021-12-01T14:00:00,71410000.0,72487000.0,71401000.0,72225000.0,45422014808.28248,630.42137053
KRW-BTC,2021-12-01T15:00:00,72225000.0,72562000.0,71956000.0,72376000.0,27854980304.94219,385.23341573
KRW-BTC,2021-12-01T16:00:00,72376000.0,72850000.0,72212000.0,72260000.0,17173561159.93279,236.68529891
KRW-BTC,2021-12-01T17:00:00,72213000.0,72429000.0,71782000.0,71782000.0,9256572957.24339,128.3206158
KRW-BTC,2021-12-01T18:00:00,71780000.0,71883000.0,71213000.0,71308000.0,10524135919.11277,147.20581355
KRW-BTC,2021-12-01T19:00:00,71308000.0,71604000.0,71000000.0,71417000.0,11370804117.95205,159.58595856
KRW-BTC,2021-12-01T20:00:00,71415000.0,71416000.0,70893000.0,71071000.0,11184269067.63455,157.26060236
KRW-BTC,2021-12-01T21:00:00,71071000.0,71315000.0,70870000.0,71066000.0,12381283038.44756,174.35865258
KRW-BTC,2021-12-01T22:00:00,71108000.0,71271000.0,70800000.0,71099000.0,13124488842.23148,184.89643366
KRW-BTC,2021-12-01T23:00:00,71100000.0,71247000.0,70933000.0,70936000.0,13450606831.43479,189.18304653
KRW-BTC,2021-12-02T00:00:00,70936000.0,71220000.0,70702000.0,70903000.0,28879883122.10446,407.235704
KRW-BTC,2021-12-02T01:00:00,70993000.0,71500000.0,70766000.0,71378000.0,23700853734.59956,333.01870389
KRW-BTC,2021-12-02T02:00:00,71378000.0,71417000.0,70800000.0,70800000.0,19138656015.16963,269.6923734
KRW-BTC,2021-12-02T03:00:00,70800000.0,70803000.0,69958000.0,70387000.0,67607499034.0627,962.89676059
KRW-BTC,2021-12-02T04:00:00,70392000.0,70759000.0,70218000.0,70477000.0,16311501549.44303,231.26996809
KRW-BTC,2021-12-02T05:00:00,70477000.0,70970000.0,70406000.0,70748000.0,19982651938.35493,282.4643384
KRW-BTC,2021-12-02T06:00:00,70748000.0,70781000.0,70300000.0,70413000.0,20053041091.43293,284.60629358
KRW-BTC,2021-12-02T07:00:00,70401000.0,70944000.0,70372000.0,70939000.0,18506432758.14138,261.86476798
KRW-BTC,2021-12-02T08:00:00,70944000.0,71200000.0,70606000.0,70727000.0,30436912639.16541,429.36927864
KRW-BTC,2021-12-02T09:00:00,70727000.0,70831000.0,70185000.0,70280000.0,19006163614.37842,269.65477373
KRW-BTC,2021-12-02T10:00:00,70280000.0,70497000.0,70100000.0,70172000.0,20259371647.90016,288.42209312
KRW-BTC,2021-12-02T11:00:00,70171000.0,70257000.0,70006000.0,70106000.0,18827138331.21206,268.43956225
KRW-BTC,2021-12-02T12:00:00,70106000.0,70600000.0,70000000.0,70507000.0,40667099538.32498,578.41702425
KRW-BTC,2021-12-02T13:00:00,70507000.0,70834000.0,70116000.0,70610000.0,59803028877.5329,848.39615
KRW-BTC,2021-12-02T14:00:00,70610000.0,71082000.0,70304000.0,70964000.0,52936015972.89691,748.37204147
KRW-BTC,2021-12-02T15:00:00,70973000.0,71189000.0,70200000.0,70359000.0,61044573477.29624,865.6794354
KRW-BTC,2021-12-02T16:00:00,70358000.0,70509000.0,70137000.0,70226000.0,64808967911.31158,922.17914973
KRW-BTC,2021-12-02T17:00:00,70255000.0,70550000.0,70160000.0,70279000.0,39496323039.17346,561.62952519
KRW-BTC,2021-12-02T18:00:00,70279000.0,70439000.0,70138000.0,70406000.0,14751679290.09984,210.01998116
KRW-BTC,2021-12-02T19:00:00,70409000.0,70669000.0,70290000.0,70387000.0,13438565637.83111,190.56635611
KRW-BTC,2021-12-02T20:00:00,70390000.0,70913000.0,70382000.0,70656000.0,9215698782.88757,130.33368722
KRW-BTC,2021-12-02T21:00:00,70656000.0,70785000.0,70400000.0,70493000.0,13657027161.4468,193.50703438
KRW-BTC,2021-12-02T22:00:00,70496000.0,70653000.0,70393000.0,70563000.0,20373476772.16484,288.8942459
KRW-BTC,2021-12-02T23:00:00,70563000.0,70599000.0,70348000.0,70539000.0,26852746335.26643,381.07388475
KRW-BTC,2021-12-03T00:00:00,70563000.0,70844000.0,70352000.0,70360000.0,54120293361.34665,767.28850359
KRW-BTC,2021-12-03T01:00:00,70359000.0,70991000.0,70349000.0,70780000.0,68489666365.18265,969.81925545
KRW-BTC,2021-12-03T02:00:00,70750000.0,70780000.0,70150000.0,70306000.0,48191576105.22861,684.65552179
KRW-BTC,2021-12-03T03:00:00,70270000.0,70400000.0,70032000.0,70175000.0,39465758746.79564,562.3470535
KRW-BTC,2021-12-03T04:00:00,70205000.0,70500000.0,70143000.0,70289000.0,44312331657.11992,630.00327093
KRW-BTC,2021-12-03T05:00:00,70283000.0,70656000.0,70192000.0,70382000.0,33670655595.77099,478.36999132
KRW-BTC,2021-12-03T06:00:00,70401000.0,70633000.0,70235000.0,70503000.0,39032869427.72003,553.97499907
KRW-BTC,2021-12-03T07:00:00,70503000.0,70601000.0,70350000.0,70508000.0,29127752362.01843,413.22593121
KRW-BTC,2021-12-03T08:00:00,70508000.0,70600000.0,70200000.0,70454000.0,42232912991.54189,600.16895074
KRW-BTC,2021-12-03T09:00:00,70455000.0,70456000.0,70166000.0,70386000.0,28093316185.38028,399.87948708
KRW-BTC,2021-12-03T10:00:00,70386000.0,70856000.0,70336000.0,70822000.0,73585638174.65472,1041.08776389
KRW-BTC,2021-12-03T11:00:00,70823000.0,71189000.0,70500000.0,70918000.0,84045334687.32928,1186.08035724
KRW-BTC,2021-12-03T12:00:00,70918000.0,71010000.0,70501000.0,70536000.0,43939289196.32616,620.90137585
KRW-BTC,2021-12-03T13:00:00,70536000.0,71178000.0,70532000.0,70546000.0,50847758824.44828,718.25103636
KRW-BTC,2021-12-03T14:00:00,70546000.0,70671000.0,70200000.0,70302000.0,35427161373.26802,502.8485349
KRW-BTC,2021-12-03T15:00:00,70298000.0,70460000.0,70010000.0,70142000.0,41600893022.2825,592.86033712
KRW-BTC,2021-12-03T16:00:00,70135000.0,70167000.0,69350000.0,69351000.0,62295136873.92814,893.20679206
KRW-BTC,2021-12-03T17:00:00,69351000.0,69393000.0,69000000.0,69234000.0,30625020681.03306,442.53929291
KRW-BTC,2021-12-03T18:00:00,69234000.0,69355000.0,68809000.0,69150000.0,16687743340.9524,241.36795176
KRW-BTC,2021-12-03T19:00:00,69152000.0,69214000.0,68553000.0,68588000.0,19709152679.2735,286.42421038
KRW-BTC,2021-12-03T20:00:00,68599000.0,68962000.0,67601000.0,68175000.0,56447897829.47758,827.99064327
KRW-BTC,2021-12-03T21:00:00,68150000.0,68390000.0,67945000.0,67950000.0,22101515484.81671,323.96670588
KRW-BTC,2021-12-03T22:00:00,67950000.0,68108000.0,67037000.0,67080000.0,41855483893.66303,618.74950175
KRW-BTC,2021-12-03T23:00:00,67080000.0,68127000.0,67034000.0,68053000.0,47694067122.9691,705.77007644
KRW-BTC,2021-12-04T00:00:00,68068000.0,68191000.0,66000000.0,66227000.0,126222158694.71777,1882.31094306
KRW-BTC,2021-12-04T01:00:00,66227000.0,66661000.0,65376000.0,66608000.0,93038904660.60106,1409.29661792
KRW-BTC,2021-12-04T02:00:00,66608000.0,67000000.0,66180000.0,66967000.0,45597791601.00297,684.33652605
KRW-BTC,2021-12-04T03:00:00,66982000.0,67100000.0,65988000.0,65989000.0,65330470804.53271,980.34069559
KRW-BTC,2021-12-04T04:00:00,65988000.0,66257000.0,64000000.0,64539000.0,106133250906.61877,1626.3116753
KRW-BTC,2021-12-04T05:00:00,64538000.0,64961000.0,56000000.0,62294000.0,432094315870.36145,7095.34344372
KRW-BTC,2021-12-04T06:00:00,62293000.0,62500000.0,60619000.0,61196000.0,157509630774.0724,2561.5997988
KRW-BTC,2021-12-04T07:00:00,61196000.0,61205000.0,59900000.0,60639000.0,88424577248.527,1460.98936634
KRW-BTC,2021-12-04T08:00:00,60693000.0,61795000.0,60451000.0,60964000.0,63148745813.70328,1032.97158929
KRW-BTC,2021-12-04T09:00:00,60930000.0,60998000.0,60000000.0,60200000.0,46646681682.33759,772.68856459
KRW-BTC,2021-12-04T10:00:00,60200000.0,60337000.0,58847000.0,59718000.0,67858235626.80976,1138.36118601
KRW-BTC,2021-12-04T11:00:00,59703000.0,59716000.0,58002000.0,58536000.0,80567348190.78362,1373.54852315
KRW-BTC,2021-12-04T12:00:00,58536000.0,60191000.0,58531000.0,59404000.0,59875555366.046,1004.79722589
KRW-BTC,2021-12-04T13:00:00,59404000.0,60131000.0,59095000.0,60103000.0,38925017145.97177,652.58490926
KRW-BTC,2021-12-04T14:00:00,60131000.0,60660000.0,59741000.0,60440000.0,50614962085.47387,840.9765443
KRW-BTC,2021-12-04T15:00:00,60440000.0,61893000.0,60408000.0,61230000.0,72367276708.1817,1182.44611952
KRW-BTC,2021-12-04T16:00:00,61245000.0,61336000.0,60345000.0,60354000.0,28302609601.93256,464.65070487
KRW-BTC,2021-12-04T17:00:00,60352000.0,60950000.0,60298000.0,60865000.0,11072005626.13911,183.03615186
KRW-BTC,2021-12-04T18:00:00,60865000.0,61605000.0,60711000.0,61596000.0,14020133321.48446,229.23391126
KRW-BTC,2021-12-04T19:00:00,61605000.0,62072000.0,61450000.0,61748000.0,17857791824.91388,288.75473653
KRW-BTC,2021-12-04T20:00:00,61706000.0,62066000.0,61392000.0,61829000.0,18621423309.0748,301.36651927
KRW-BTC,2021-12-04T21:00:00,61829000.0,61832000.0,61044000.0,61253000.0,13224135139.3287,215.20694156
KRW-BTC,2021-12-04T22:00:00,61255000.0,62098000.0,61150000.0,62097000.0,16113028958.19598,261.29119553
KRW-BTC,2021-12-04T23:00:00,62097000.0,62684000.0,61444000.0,62206000.0,43946850484.66863,706.51525345
KRW-BTC,2021-12-05T00:00:00,62178000.0,63297000.0,60388000.0,61608000.0,101932897267.97913,1647.01843934
KRW-BTC,2021-12-05T01:00:00,61608000.0,62189000.0,61150000.0,61834000.0,28769224375.26993,466.31607278
KRW-BTC,2021-12-05T02:00:00,61858000.0,62178000.0,61696000.0,62172000.0,27761553107.02935,448.40056492
KRW-BTC,2021-12-05T03:00:00,62176000.0,62730000.0,61930000.0,62629000.0,51278780715.69221,821.55759924
KRW-BTC,2021-12-05T04:00:00,62622000.0,62635000.0,61738000.0,61793000.0,31917749677.94095,514.2302791
KRW-BTC,2021-12-05T05:00:00,61793000.0,62500000.0,61745000.0,62342000.0,44850201984.91315,720.40176069
KRW-BTC,2021-12-05T06:00:00,62342000.0,62796000.0,62203000.0,62612000.0,34410537879.93476,550.5918492
KRW-BTC,2021-12-05T07:00:00,62612000.0,63038000.0,62117000.0,62258000.0,36469351780.40998,582.05720664
KRW-BTC,2021-12-05T08:00:00,62257000.0,62500000.0,62117000.0,62350000.0,23238094383.56344,372.82293724
KRW-BTC,2021-12-05T09:00:00,62350000.0,62375000.0,61200000.0,61611000.0,45329158525.08258,735.12539953
KRW-BTC,2021-12-05T10:00:00,61611000.0,62100000.0,61460000.0,61853000.0,16841982190.58424,272.43415276
KRW-BTC,2021-12-05T11:00:00,61853000.0,62200000.0,61687000.0,62086000.0,25241439447.59934,407.23796496
KRW-BTC,2021-12-05T12:00:00,62086000.0,62498000.0,61910000.0,62066000.0,33909002027.74542,545.05911497
KRW-BTC,2021-12-05T13:00:00,62050000.0,62300000.0,61777000.0,61977000.0,26081875698.344,420.43572317
KRW-BTC,2021-12-05T14:00:00,61978000.0,62000000.0,61000000.0,61226000.0,53281464584.43899,866.74674787
KRW-BTC,2021-12-05T15:00:00,61280000.0,61475000.0,59685000.0,60053000.0,65293074916.82601,1080.95170758
KRW-BTC,2021-12-05T16:00:00,60053000.0,61151000.0,60035000.0,60913000.0,30475994072.52359,502.31153639
KRW-BTC,2021-12-05T17:00:00,60917000.0,61965000.0,60835000.0,61898000.0,13235768992.07721,215.354557
KRW-BTC,2021-12-05T18:00:00,61898000.0,61958000.0,61636000.0,61641000.0,5296974757.68124,85.68796441
KRW-BTC,2021-12-05T19:00:00,61650000.0,61723000.0,60800000.0,61357000.0,8186115673.37792,133.87035368
KRW-BTC,2021-12-05T20:00:00,61357000.0,61465000.0,61116000.0,61384000.0,4915100947.06781,80.14335214
KRW-BTC,2021-12-05T21:00:00,61383000.0,61831000.0,61129000.0,61821000.0,9105348249.14861,147.89155801
KRW-BTC,2021-12-05T22:00:00,61821000.0,61830000.0,61360000.0,61727000.0,11255136003.00393,182.58738828
KRW-BTC,2021-12-05T23:00:00,61727000.0,62030000.0,61560000.0,61877000.0,20111957578.70016,325.45971136
KRW-BTC,2021-12-06T00:00:00,61877000.0,62000000.0,60354000.0,60833000.0,54309837052.85812,889.45237253
KRW-BTC,2021-12-06T01:00:00,60835000.0,61100000.0,60007000.0,60749000.0,47061506076.25479,776.95318069
KRW-BTC,2021-12-06T02:00:00,60709000.0,61150000.0,60600000.0,60890000.0,25437863389.78284,417.98155246
KRW-BTC,2021-12-06T03:00:00,60890000.0,61199000.0,60825000.0,61100000.0,27105324930.47529,444.22493854
KRW-BTC,2021-12-06T04:00:00,61100000.0,61481000.0,61087000.0,61095000.0,24224048604.75642,395.37754139
KRW-BTC,2021-12-06T05:00:00,61090000.0,61250000.0,60721000.0,60721000.0,19978015295.46734,327.42350775
KRW-BTC,2021-12-06T06:00:00,60722000.0,60948000.0,60000000.0,60113000.0,31382264756.56593,519.7124054
KRW-BTC,2021-12-06T07:00:00,60113000.0,60330000.0,59016000.0,60318000.0,60178463331.2902,1007.33615539
KRW-BTC,2021-12-06T08:00:00,60330000.0,61294000.0,59800000.0,59971000.0,44642375084.19646,738.75137872
KRW-BTC,2021-12-06T09:00:00,59971000.0,60118000.0,59092000.0,59228000.0,34721804253.42527,583.33795283
KRW-BTC,2021-12-06T10:00:00,59230000.0,59776000.0,59116000.0,59557000.0,27151335192.32227,456.12458814
KRW-BTC,2021-12-06T11:00:00,59598000.0,60500000.0,59062000.0,60410000.0,47058884237.74427,788.5330111
KRW-BTC,2021-12-06T12:00:00,60436000.0,61096000.0,60009000.0,60594000.0,53227920333.91741,877.88273733
